OTU,SampleID,Reads,ConsensusLineage,Kingdom,Clade1,Clade2,Order,Family,Subfamily,Genus,Species,WTU.kingdom,WTU.clade1,WTU.clade2,WTU.order,WTU.family,WTU.subfamily,WTU.genus,WTU.species
OTU1752,S013077,68,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Caesalpinioideae;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,NA,NA,1,1,10,33,72,101,620,1061
OTU14879,S013077,52,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Papilionoideae,g:Astragalus;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Astragalus,NA,1,1,10,33,72,103,656,1164
OTU22483,S013077,46,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Mimosoideae,g:Vachellia;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Vachellia,NA,1,1,10,33,72,102,650,1145
OTU1648,S013077,44,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Mimosoideae;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,NA,NA,1,1,10,33,72,102,652,1147
OTU22826,S013077,39,"d:Viridiplantae,k:Streptophyta,p:asterids,c:Boraginales,o:Ehretiaceae;",Viridiplantae,Streptophyta,asterids,Boraginales,Ehretiaceae,NA,NA,NA,1,1,1,4,11,18,198,282
OTU46062,S013077,36,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Mimosoideae,g:Mimosa,s:Mimosa_similis;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Mimosa,Mimosa_similis,1,1,10,33,72,102,634,1102
OTU107118,S013077,31,"d:Viridiplantae,k:Streptophyta,c:Caryophyllales,o:Montiaceae,g:Phemeranthus,s:Phemeranthus_aurantiacus;",Viridiplantae,Streptophyta,NA,Caryophyllales,Montiaceae,NA,Phemeranthus,Phemeranthus_aurantiacus,1,1,11,47,119,176,853,1522
OTU2571,S013077,27,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,NA,NA,NA,1,1,10,33,72,104,682,1222
OTU61757,S013077,26,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Papilionoideae,g:Astragalus,s:Astragalus_polaris;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Astragalus,Astragalus_polaris,1,1,10,33,72,103,656,1160
OTU104093,S013077,26,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Mimosoideae,g:Vachellia,s:Vachellia_borleae;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Vachellia,Vachellia_borleae,1,1,10,33,72,102,650,1132
OTU1595,S013077,25,"d:Viridiplantae,k:Streptophyta,p:asterids,c:Asterales,o:Asteraceae,f:Asteroideae;",Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,NA,NA,1,1,1,3,4,5,113,144
OTU42595,S013077,25,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Caesalpinioideae,g:Senna,s:Senna_gardneri;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Senna,Senna_gardneri,1,1,10,33,72,101,615,1052
OTU56290,S013077,23,"d:Viridiplantae,k:Streptophyta,p:asterids,c:Asterales,o:Asteraceae,f:Asteroideae,g:Zinnia,s:Zinnia_juniperifolia;",Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,Zinnia,Zinnia_juniperifolia,1,1,1,3,4,5,111,141
OTU9489,S013077,22,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Mimosoideae,g:Pseudopiptadenia;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Pseudopiptadenia,NA,1,1,10,33,72,102,645,1122
OTU35001,S013077,20,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Mimosoideae,g:Vachellia,s:Vachellia_permixta;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Vachellia,Vachellia_permixta,1,1,10,33,72,102,650,1139
OTU30010,S013077,18,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Mimosoideae,g:Pentaclethra,s:Pentaclethra_eetveldeana;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Pentaclethra,Pentaclethra_eetveldeana,1,1,10,33,72,102,639,1109
OTU20785,S013077,17,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Mimosoideae,g:Vachellia;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Vachellia,NA,1,1,10,33,72,102,650,1145
OTU107117,S013077,16,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Papilionoideae,g:Dalea,s:Dalea_pogonathera;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Dalea,Dalea_pogonathera,1,1,10,33,72,103,661,1171
OTU58162,S013077,15,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Mimosoideae,g:Vachellia,s:Vachellia_nilotica;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Vachellia,Vachellia_nilotica,1,1,10,33,72,102,650,1138
OTU89489,S013077,13,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Caesalpinioideae,g:Haematoxylum,s:Haematoxylum_dinteri;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Haematoxylum,Haematoxylum_dinteri,1,1,10,33,72,101,603,1032
OTU36484,S013077,12,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Mimosoideae,g:Stryphnodendron,s:Stryphnodendron_pulcherrimum;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Stryphnodendron,Stryphnodendron_pulcherrimum,1,1,10,33,72,102,648,1128
OTU2700,S013077,12,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Mimosoideae;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,NA,NA,1,1,10,33,72,102,652,1147
OTU47141,S013077,10,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Mimosoideae,g:Fillaeopsis,s:Fillaeopsis_discophora;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Fillaeopsis,Fillaeopsis_discophora,1,1,10,33,72,102,628,1091
OTU4243,S013077,10,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Caesalpinioideae;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,NA,NA,1,1,10,33,72,101,620,1061
OTU45793,S013077,10,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Mimosoideae,g:Vachellia,s:Vachellia_hockii;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Vachellia,Vachellia_hockii,1,1,10,33,72,102,650,1136
OTU47187,S013077,10,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Mimosoideae,g:Cylicodiscus,s:Cylicodiscus_gabunensis;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Cylicodiscus,Cylicodiscus_gabunensis,1,1,10,33,72,102,624,1086
OTU107113,S013077,9,"d:Viridiplantae,k:Streptophyta,c:Caryophyllales,o:Montiaceae,g:Phemeranthus,s:Phemeranthus_aurantiacus;",Viridiplantae,Streptophyta,NA,Caryophyllales,Montiaceae,NA,Phemeranthus,Phemeranthus_aurantiacus,1,1,11,47,119,176,853,1522
OTU21935,S013077,9,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Mimosoideae;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,NA,NA,1,1,10,33,72,102,652,1147
OTU1023,S013077,8,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Mimosoideae,g:Vachellia;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Vachellia,NA,1,1,10,33,72,102,650,1145
OTU50986,S013077,8,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Caesalpinioideae,g:Tachigali,s:Tachigali_densiflora;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Tachigali,Tachigali_densiflora,1,1,10,33,72,101,617,1056
OTU26338,S013077,8,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Caesalpinioideae;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,NA,NA,1,1,10,33,72,101,620,1061
OTU84646,S013077,7,"d:Viridiplantae,k:Streptophyta,p:asterids,c:Boraginales,o:Cordiaceae,g:Cordia,s:Cordia_trichotoma;",Viridiplantae,Streptophyta,asterids,Boraginales,Cordiaceae,NA,Cordia,Cordia_trichotoma,1,1,1,4,10,17,193,275
OTU16072,S013077,7,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Mimosoideae,g:Vachellia;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Vachellia,NA,1,1,10,33,72,102,650,1145
OTU105827,S013077,7,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Mimosoideae,g:Vachellia,s:Vachellia_exuvialis;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Vachellia,Vachellia_exuvialis,1,1,10,33,72,102,650,1134
OTU60086,S013077,7,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Mimosoideae,g:Stryphnodendron,s:Stryphnodendron_adstringens;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Stryphnodendron,Stryphnodendron_adstringens,1,1,10,33,72,102,648,1126
OTU107106,S013077,6,"d:Viridiplantae,k:Streptophyta,c:Caryophyllales,o:Montiaceae,g:Phemeranthus,s:Phemeranthus_aurantiacus;",Viridiplantae,Streptophyta,NA,Caryophyllales,Montiaceae,NA,Phemeranthus,Phemeranthus_aurantiacus,1,1,11,47,119,176,853,1522
OTU11114,S013077,6,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Papilionoideae,g:Oxytropis,s:Oxytropis_deflexa;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Oxytropis,Oxytropis_deflexa,1,1,10,33,72,103,674,1200
OTU24634,S013077,6,"d:Viridiplantae,k:Streptophyta,p:asterids,c:Asterales,o:Asteraceae,f:Asteroideae,g:Baccharis,s:Baccharis_gnaphalioides;",Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,Baccharis,Baccharis_gnaphalioides,1,1,1,3,4,5,27,39
OTU38697,S013077,6,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Mimosoideae,g:Acacia,s:Acacia_dangarensis;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Acacia,Acacia_dangarensis,1,1,10,33,72,102,621,1069
OTU76125,S013077,5,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Brassicales,o:Brassicaceae,g:Alyssopsis,s:Alyssopsis_mollis;",Viridiplantae,Streptophyta,rosids,Brassicales,Brassicaceae,NA,Alyssopsis,Alyssopsis_mollis,1,1,10,30,68,97,540,922
OTU102408,S013077,5,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Mimosoideae,g:Parapiptadenia,s:Parapiptadenia_zehntneri;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Parapiptadenia,Parapiptadenia_zehntneri,1,1,10,33,72,102,637,1107
OTU37464,S013077,5,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Mimosoideae,g:Pentaclethra,s:Pentaclethra_macrophylla;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Pentaclethra,Pentaclethra_macrophylla,1,1,10,33,72,102,639,1110
OTU63228,S013077,5,"d:Viridiplantae,k:Streptophyta,p:asterids,c:Asterales,o:Asteraceae,f:Carduoideae,g:Rhaponticum,s:Rhaponticum_insigne;",Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Carduoideae,Rhaponticum,Rhaponticum_insigne,1,1,1,3,4,6,126,164
OTU8142,S013077,4,"d:Viridiplantae,k:Streptophyta,p:commelinids,c:Poales,o:Poaceae,f:Panicoideae,g:Eriochloa;",Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Eriochloa,NA,1,1,4,20,54,81,435,695
OTU107108,S013077,4,"d:Viridiplantae,k:Streptophyta,c:Caryophyllales,o:Montiaceae,g:Phemeranthus,s:Phemeranthus_aurantiacus;",Viridiplantae,Streptophyta,NA,Caryophyllales,Montiaceae,NA,Phemeranthus,Phemeranthus_aurantiacus,1,1,11,47,119,176,853,1522
OTU1268,S013077,4,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Brassicales,o:Brassicaceae;",Viridiplantae,Streptophyta,rosids,Brassicales,Brassicaceae,NA,NA,NA,1,1,10,30,68,97,588,1010
OTU68030,S013077,4,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Mimosoideae,g:Parkia,s:Parkia_timoriana;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Parkia,Parkia_timoriana,1,1,10,33,72,102,638,1108
OTU58978,S013077,4,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Mimosoideae,g:Vachellia,s:Vachellia_arenaria;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Vachellia,Vachellia_arenaria,1,1,10,33,72,102,650,1131
OTU49386,S013077,4,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Mimosoideae,g:Acacia,s:Acacia_havilandiorum;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Acacia,Acacia_havilandiorum,1,1,10,33,72,102,621,1072
OTU107112,S013077,4,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Papilionoideae,g:Dalea,s:Dalea_pogonathera;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Dalea,Dalea_pogonathera,1,1,10,33,72,103,661,1171
OTU97283,S013077,3,"d:Viridiplantae,k:Streptophyta,p:commelinids,c:Poales,o:Poaceae,f:Panicoideae,g:Digitaria,s:Digitaria_ischaemum;",Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Digitaria,Digitaria_ischaemum,1,1,4,20,54,81,432,685
OTU61153,S013077,3,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Mimosoideae,g:Pityrocarpa,s:Pityrocarpa_obliqua;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Pityrocarpa,Pityrocarpa_obliqua,1,1,10,33,72,102,643,1120
OTU107196,S013077,2,"d:Viridiplantae,k:Streptophyta,p:asterids,c:Asterales,o:Asteraceae,f:Asteroideae,g:Ageratina,s:Ageratina_adenophora;",Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,Ageratina,Ageratina_adenophora,1,1,1,3,4,5,15,23
OTU26314,S013077,2,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Brassicales,o:Brassicaceae,g:Physaria,s:Physaria_arctica;",Viridiplantae,Streptophyta,rosids,Brassicales,Brassicaceae,NA,Physaria,Physaria_arctica,1,1,10,30,68,97,570,985
OTU33117,S013077,2,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Brassicales,o:Brassicaceae,g:Nerisyrenia,s:Nerisyrenia_linearifolia;",Viridiplantae,Streptophyta,rosids,Brassicales,Brassicaceae,NA,Nerisyrenia,Nerisyrenia_linearifolia,1,1,10,30,68,97,565,979
OTU29284,S013077,2,"d:Viridiplantae,k:Streptophyta,p:asterids,c:Asterales,o:Asteraceae,f:Asteroideae,g:Hinterhubera,s:Hinterhubera_columbica;",Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,Hinterhubera,Hinterhubera_columbica,1,1,1,3,4,5,65,90
OTU15091,S013077,2,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Brassicales,o:Brassicaceae;",Viridiplantae,Streptophyta,rosids,Brassicales,Brassicaceae,NA,NA,NA,1,1,10,30,68,97,588,1010
OTU102912,S013077,2,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Caesalpinioideae,g:Chamaecrista,s:Chamaecrista_desvauxii;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Chamaecrista,Chamaecrista_desvauxii,1,1,10,33,72,101,599,1023
OTU60088,S013077,2,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Mimosoideae,g:Stryphnodendron,s:Stryphnodendron_duckeanum;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Stryphnodendron,Stryphnodendron_duckeanum,1,1,10,33,72,102,648,1127
OTU28025,S013077,2,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Brassicales,o:Brassicaceae,g:Braya;",Viridiplantae,Streptophyta,rosids,Brassicales,Brassicaceae,NA,Braya,NA,1,1,10,30,68,97,545,941
OTU3203,S013077,2,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Caesalpinioideae;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,NA,NA,1,1,10,33,72,101,620,1061
OTU30087,S013077,2,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Caesalpinioideae,g:Mora,s:Mora_gonggrijpii;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Mora,Mora_gonggrijpii,1,1,10,33,72,101,609,1040
OTU6465,S013077,1,"d:Viridiplantae,k:Streptophyta,p:asterids,c:Asterales,o:Asteraceae,f:Asteroideae;",Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,NA,NA,1,1,1,3,4,5,113,144
OTU4303,S013077,1,"d:Viridiplantae,k:Streptophyta,p:commelinids,c:Poales,o:Poaceae,f:Panicoideae,g:Digitaria;",Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Digitaria,NA,1,1,4,20,54,81,432,689
OTU409,S013077,1,"d:Viridiplantae,k:Streptophyta,p:commelinids,c:Poales,o:Poaceae,f:Panicoideae,g:Paspalum;",Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Paspalum,NA,1,1,4,20,54,81,464,760
OTU1410,S013077,1,"d:Viridiplantae,k:Streptophyta,p:asterids,c:Solanales,o:Solanaceae,f:Solanoideae,g:Solanum;",Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,Solanum,NA,1,1,1,10,41,58,330,482
OTU410,S013077,1,"d:Viridiplantae,k:Streptophyta,p:asterids,c:Asterales,o:Asteraceae,f:Cichorioideae;",Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Cichorioideae,NA,NA,1,1,1,3,4,7,156,219
OTU107130,S013077,1,"d:Viridiplantae,k:Streptophyta,p:commelinids,c:Commelinales,o:Commelinaceae,g:Commelina,s:Commelina_erecta;",Viridiplantae,Streptophyta,commelinids,Commelinales,Commelinaceae,NA,Commelina,Commelina_erecta,1,1,4,19,50,71,355,512
OTU12636,S013077,1,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Mimosoideae,g:Prosopis;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Prosopis,NA,1,1,10,33,72,102,644,1121
OTU185,S013077,1,"d:Viridiplantae,k:Streptophyta,p:Pinidae,c:Pinales,o:Pinaceae,g:Abies;",Viridiplantae,Streptophyta,Pinidae,Pinales,Pinaceae,NA,Abies,NA,1,1,8,28,66,95,531,906
OTU5529,S013077,1,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Mimosoideae,g:Acacia;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Acacia,NA,1,1,10,33,72,102,621,1081
OTU17696,S013077,1,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Papilionoideae,g:Astragalus;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Astragalus,NA,1,1,10,33,72,103,656,1164
OTU7616,S013077,1,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Mimosoideae,g:Piptadenia;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Piptadenia,NA,1,1,10,33,72,102,640,1117
OTU11579,S013077,1,"d:Viridiplantae,k:Streptophyta,p:asterids,c:Apiales,o:Araliaceae,g:Polyscias;",Viridiplantae,Streptophyta,asterids,Apiales,Araliaceae,NA,Polyscias,NA,1,1,1,1,2,3,9,12
OTU26541,S013077,1,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Caesalpinioideae,g:Diptychandra,s:Diptychandra_aurantiaca;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Diptychandra,Diptychandra_aurantiaca,1,1,10,33,72,101,602,1031
OTU78390,S013077,1,"d:Viridiplantae,k:Streptophyta,p:commelinids,c:Poales,o:Poaceae,f:Chloridoideae,g:Bouteloua,s:Bouteloua_trifida;",Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Bouteloua,Bouteloua_trifida,1,1,4,20,54,78,375,559
OTU6330,S013077,1,"d:Viridiplantae,k:Streptophyta,p:asterids,c:Asterales,o:Asteraceae,f:Asteroideae;",Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,NA,NA,1,1,1,3,4,5,113,144
OTU84459,S013077,1,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Caesalpinioideae,g:Umtiza,s:Umtiza_listeriana;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Umtiza,Umtiza_listeriana,1,1,10,33,72,101,619,1060
OTU41409,S013077,1,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Caesalpinioideae,g:Pomaria,s:Pomaria_burchellii;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Pomaria,Pomaria_burchellii,1,1,10,33,72,101,613,1047
OTU27638,S013077,1,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Caesalpinioideae,g:Lemuropisum,s:Lemuropisum_edule;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Lemuropisum,Lemuropisum_edule,1,1,10,33,72,101,606,1037
OTU23860,S013077,1,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Mimosoideae,g:Mimosa;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Mimosa,NA,1,1,10,33,72,102,634,1103
OTU47559,S013077,1,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Mimosoideae,g:Neptunia,s:Neptunia_monosperma;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Neptunia,Neptunia_monosperma,1,1,10,33,72,102,636,1105
OTU68969,S013077,1,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Mimosoideae,g:Acacia,s:Acacia_mearnsii;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Acacia,Acacia_mearnsii,1,1,10,33,72,102,621,1074
OTU70572,S013077,1,"d:Viridiplantae,k:Streptophyta,p:asterids,c:Boraginales,o:Boraginaceae,f:Namoideae,g:Eriodictyon,s:Eriodictyon_californicum;",Viridiplantae,Streptophyta,asterids,Boraginales,Boraginaceae,Namoideae,Eriodictyon,Eriodictyon_californicum,1,1,1,4,9,15,178,247
OTU26931,S013077,1,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Brassicales,o:Brassicaceae,g:Pachycladon;",Viridiplantae,Streptophyta,rosids,Brassicales,Brassicaceae,NA,Pachycladon,NA,1,1,10,30,68,97,568,983
OTU95571,S013077,1,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Brassicales,o:Brassicaceae,g:Stevenia,s:Stevenia_axillaris;",Viridiplantae,Streptophyta,rosids,Brassicales,Brassicaceae,NA,Stevenia,Stevenia_axillaris,1,1,10,30,68,97,580,1000
OTU49872,S013077,1,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Mimosoideae,g:Piptadenia,s:Piptadenia_flava;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Piptadenia,Piptadenia_flava,1,1,10,33,72,102,640,1112
OTU27244,S013077,1,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Caesalpinioideae,g:Parkinsonia;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Parkinsonia,NA,1,1,10,33,72,101,610,1044
OTU8531,S013077,1,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Mimosoideae,g:Faidherbia,s:Faidherbia_albida;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Faidherbia,Faidherbia_albida,1,1,10,33,72,102,627,1090
OTU23282,S013077,1,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Caesalpinioideae,g:Chamaecrista;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Chamaecrista,NA,1,1,10,33,72,101,599,1025
OTU28834,S013077,1,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Mimosoideae;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,NA,NA,1,1,10,33,72,102,652,1147
OTU23075,S013077,1,"d:Viridiplantae,k:Streptophyta,p:rosids,c:Fabales,o:Fabaceae,f:Caesalpinioideae,g:Delonix;",Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Delonix,NA,1,1,10,33,72,101,601,1030
OTU73995,S013077,1,"d:Viridiplantae,k:Streptophyta,p:asterids,c:Boraginales,o:Cordiaceae,g:Cordia,s:Cordia_sebestena;",Viridiplantae,Streptophyta,asterids,Boraginales,Cordiaceae,NA,Cordia,Cordia_sebestena,1,1,1,4,10,17,193,273
