OTU,SampleID,Reads,ConsensusLineage,Kingdom,Clade1,Clade2,Order,Family,Subfamily,Genus,Species,WTU.kingdom,WTU.clade1,WTU.clade2,WTU.order,WTU.family,WTU.subfamily,WTU.genus,WTU.species
OTU23813,S008827,19,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Piptadenia; ; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Piptadenia,NA,1,1,10,33,72,102,640,1117
OTU26541,S008827,15,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Caesalpinioideae; g__Diptychandra; s__Diptychandra_aurantiaca;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Diptychandra,Diptychandra_aurantiaca,1,1,10,33,72,101,602,1031
OTU41409,S008827,13,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Caesalpinioideae; g__Pomaria; s__Pomaria_burchellii;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Pomaria,Pomaria_burchellii,1,1,10,33,72,101,613,1047
OTU22483,S008827,13,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Vachellia; ; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Vachellia,NA,1,1,10,33,72,102,650,1145
OTU102408,S008827,13,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Parapiptadenia; s__Parapiptadenia_zehntneri;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Parapiptadenia,Parapiptadenia_zehntneri,1,1,10,33,72,102,637,1107
OTU60086,S008827,13,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Stryphnodendron; s__Stryphnodendron_adstringens;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Stryphnodendron,Stryphnodendron_adstringens,1,1,10,33,72,102,648,1126
OTU60088,S008827,9,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Stryphnodendron; s__Stryphnodendron_duckeanum;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Stryphnodendron,Stryphnodendron_duckeanum,1,1,10,33,72,102,648,1127
OTU50986,S008827,9,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Caesalpinioideae; g__Tachigali; s__Tachigali_densiflora;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Tachigali,Tachigali_densiflora,1,1,10,33,72,101,617,1056
OTU37464,S008827,8,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Pentaclethra; s__Pentaclethra_macrophylla;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Pentaclethra,Pentaclethra_macrophylla,1,1,10,33,72,102,639,1110
OTU42858,S008827,8,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Caesalpinioideae; g__Tachigali; s__Tachigali_panamensis;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Tachigali,Tachigali_panamensis,1,1,10,33,72,101,617,1058
OTU2259,S008827,6,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; ; g__; s__,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,NA,NA,1,1,4,20,54,78,409,640
OTU13202,S008827,6,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Cenchrus; s__Cenchrus_hohenackeri;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Cenchrus,Cenchrus_hohenackeri,1,1,4,20,54,81,429,670
OTU20785,S008827,6,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Vachellia; ; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Vachellia,NA,1,1,10,33,72,102,650,1145
OTU30009,S008827,6,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Tetrapleura; s__Tetrapleura_tetraptera;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Tetrapleura,Tetrapleura_tetraptera,1,1,10,33,72,102,649,1130
OTU30087,S008827,5,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Caesalpinioideae; g__Mora; s__Mora_gonggrijpii;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Mora,Mora_gonggrijpii,1,1,10,33,72,101,609,1040
OTU47832,S008827,3,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; g__Tragus; s__Tragus_berteronianus;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Tragus,Tragus_berteronianus,1,1,4,20,54,78,404,632
OTU58978,S008827,3,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Vachellia; s__Vachellia_arenaria;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Vachellia,Vachellia_arenaria,1,1,10,33,72,102,650,1131
OTU93076,S008827,3,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Caesalpinioideae; g__Jacqueshuberia; s__Jacqueshuberia_purpurea;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Jacqueshuberia,Jacqueshuberia_purpurea,1,1,10,33,72,101,605,1036
OTU47187,S008827,3,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Cylicodiscus; s__Cylicodiscus_gabunensis;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Cylicodiscus,Cylicodiscus_gabunensis,1,1,10,33,72,102,624,1086
OTU3076,S008827,3,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Caesalpinioideae; g__Chamaecrista; ; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Chamaecrista,NA,1,1,10,33,72,101,599,1025
OTU36577,S008827,3,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Mimosa; s__Mimosa_detinens;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Mimosa,Mimosa_detinens,1,1,10,33,72,102,634,1099
OTU7117,S008827,3,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Caesalpinioideae; g__Chamaecrista; ; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Chamaecrista,NA,1,1,10,33,72,101,599,1025
OTU47141,S008827,2,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Fillaeopsis; s__Fillaeopsis_discophora;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Fillaeopsis,Fillaeopsis_discophora,1,1,10,33,72,102,628,1091
OTU948,S008827,2,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; ; f__; g__; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,NA,NA,NA,1,1,10,33,72,104,682,1222
OTU27244,S008827,2,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Caesalpinioideae; g__Parkinsonia; ; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Parkinsonia,NA,1,1,10,33,72,101,610,1044
OTU71762,S008827,2,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Vachellia; s__Vachellia_xanthophloea;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Vachellia,Vachellia_xanthophloea,1,1,10,33,72,102,650,1144
OTU32977,S008827,2,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Acacia; s__Acacia_bellula;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Acacia,Acacia_bellula,1,1,10,33,72,102,621,1066
OTU20237,S008827,1,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Caesalpinioideae; g__Hoffmannseggia; s__Hoffmannseggia_glauca;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Hoffmannseggia,Hoffmannseggia_glauca,1,1,10,33,72,101,604,1033
OTU96376,S008827,1,d__Viridiplantae; k__Streptophyta; p__; c__Caryophyllales; o__Amaranthaceae; f__; g__Amaranthus; s__Amaranthus_greggii;,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,NA,Amaranthus,Amaranthus_greggii,1,1,11,47,115,168,827,1482
OTU79705,S008827,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; g__Bouteloua; s__Bouteloua_aristidoides;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Bouteloua,Bouteloua_aristidoides,1,1,4,20,54,78,375,553
OTU52764,S008827,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Pooideae; g__Trisetum; s__Trisetum_flavescens;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Pooideae,Trisetum,Trisetum_flavescens,1,1,4,20,54,82,508,863
OTU53045,S008827,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Thyridolepis; s__Thyridolepis_mitchelliana;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Thyridolepis,Thyridolepis_mitchelliana,1,1,4,20,54,81,475,784
OTU23075,S008827,1,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Caesalpinioideae; g__Delonix; ; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Delonix,NA,1,1,10,33,72,101,601,1030
OTU102257,S008827,1,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Neptunia; s__Neptunia_monosperma;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Neptunia,Neptunia_monosperma,1,1,10,33,72,102,636,1105
OTU90336,S008827,1,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Caesalpinioideae; g__Conzattia; s__Conzattia_multiflora;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Conzattia,Conzattia_multiflora,1,1,10,33,72,101,600,1026
OTU84459,S008827,1,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Caesalpinioideae; g__Umtiza; s__Umtiza_listeriana;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Umtiza,Umtiza_listeriana,1,1,10,33,72,101,619,1060
OTU102761,S008827,1,d__Viridiplantae; k__Streptophyta; p__; c__Caryophyllales; o__Amaranthaceae; f__Chenopodioideae; g__Atriplex; s__Atriplex_gmelinii;,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,Atriplex_gmelinii,1,1,11,47,115,165,821,1470
OTU3481,S008827,1,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; ; f__; g__; s__,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU29392,S008827,1,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Gagnebina; s__Gagnebina_commersoniana;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Gagnebina,Gagnebina_commersoniana,1,1,10,33,72,102,629,1092
OTU11348,S008827,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Cenchrus; s__Cenchrus_stramineus;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Cenchrus,Cenchrus_stramineus,1,1,4,20,54,81,429,677
OTU82815,S008827,1,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Caesalpinioideae; g__Delonix; s__Delonix_regia;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Delonix,Delonix_regia,1,1,10,33,72,101,601,1029
OTU13727,S008827,1,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Caesalpinioideae; g__Schizolobium; ; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Schizolobium,NA,1,1,10,33,72,101,614,1051
OTU28587,S008827,1,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Vachellia; ; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Vachellia,NA,1,1,10,33,72,102,650,1145
OTU35987,S008827,1,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Piptadenia; s__Piptadenia_peruviana;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Piptadenia,Piptadenia_peruviana,1,1,10,33,72,102,640,1116
OTU4289,S008827,1,d__Viridiplantae; k__Streptophyta; p__; c__Caryophyllales; o__Polygonaceae; f__Polygonoideae; g__Muehlenbeckia; ; s__,Viridiplantae,Streptophyta,NA,Caryophyllales,Polygonaceae,Polygonoideae,Muehlenbeckia,NA,1,1,11,47,121,178,860,1535
OTU3855,S008827,1,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Caesalpinioideae; ; g__; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,NA,NA,1,1,10,33,72,101,620,1061
OTU968,S008827,1,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Caesalpinioideae; ; g__; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,NA,NA,1,1,10,33,72,101,620,1061
OTU59334,S008827,1,d__Viridiplantae; k__Streptophyta; p__; c__Caryophyllales; o__Polygonaceae; f__Polygonoideae; g__Muehlenbeckia; s__Muehlenbeckia_sp__Mt_Brockman_L_A_Craven_2357_K_L_Wilson_&_Makinson;,Viridiplantae,Streptophyta,NA,Caryophyllales,Polygonaceae,Polygonoideae,Muehlenbeckia,Muehlenbeckia_sp__Mt_Brockman_L_A_Craven_2357_K_L_Wilson_&_Makinson,1,1,11,47,121,178,860,1533
OTU33531,S008827,1,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Pseudoprosopis; s__Pseudoprosopis_gilletii;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Pseudoprosopis,Pseudoprosopis_gilletii,1,1,10,33,72,102,646,1123
OTU90760,S008827,1,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Piptadenia; s__Piptadenia_paniculata;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Piptadenia,Piptadenia_paniculata,1,1,10,33,72,102,640,1115
OTU58181,S008835,2791,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Aristidoideae; g__Aristida; s__Aristida_kenyensis;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Aristidoideae,Aristida,Aristida_kenyensis,1,1,4,20,54,75,363,536
OTU1199,S008835,682,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; ; f__; g__; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,NA,NA,NA,1,1,10,33,72,104,682,1222
OTU79705,S008835,469,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; g__Bouteloua; s__Bouteloua_aristidoides;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Bouteloua,Bouteloua_aristidoides,1,1,4,20,54,78,375,553
OTU14879,S008835,438,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Papilionoideae; g__Astragalus; ; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Astragalus,NA,1,1,10,33,72,103,656,1164
OTU252,S008835,394,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; ; f__; g__; s__,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU61757,S008835,224,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Papilionoideae; g__Astragalus; s__Astragalus_polaris;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Astragalus,Astragalus_polaris,1,1,10,33,72,103,656,1160
OTU52764,S008835,122,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Pooideae; g__Trisetum; s__Trisetum_flavescens;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Pooideae,Trisetum,Trisetum_flavescens,1,1,4,20,54,82,508,863
OTU16072,S008835,92,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Vachellia; ; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Vachellia,NA,1,1,10,33,72,102,650,1145
OTU26338,S008835,67,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Caesalpinioideae; ; g__; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,NA,NA,1,1,10,33,72,101,620,1061
OTU181,S008835,54,d__Viridiplantae; k__Streptophyta; p__Pinidae; c__Pinales; o__Pinaceae; f__; g__Pinus; ; s__,Viridiplantae,Streptophyta,Pinidae,Pinales,Pinaceae,NA,Pinus,NA,1,1,8,28,66,95,535,917
OTU1859,S008835,43,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Aristidoideae; g__Aristida; ; s__,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Aristidoideae,Aristida,NA,1,1,4,20,54,75,363,541
OTU55764,S008835,28,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Urochloa; s__Urochloa_oblita;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Urochloa,Urochloa_oblita,1,1,4,20,54,81,477,793
OTU97283,S008835,17,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Digitaria; s__Digitaria_ischaemum;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Digitaria,Digitaria_ischaemum,1,1,4,20,54,81,432,685
OTU47141,S008835,15,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Fillaeopsis; s__Fillaeopsis_discophora;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Fillaeopsis,Fillaeopsis_discophora,1,1,10,33,72,102,628,1091
OTU30010,S008835,13,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Pentaclethra; s__Pentaclethra_eetveldeana;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Pentaclethra,Pentaclethra_eetveldeana,1,1,10,33,72,102,639,1109
OTU1960,S008835,12,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Cichorioideae; ; g__; s__,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Cichorioideae,NA,NA,1,1,1,3,4,7,156,219
OTU84913,S008835,10,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Caesalpinioideae; g__Tachigali; s__Tachigali_myrmecophila;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Tachigali,Tachigali_myrmecophila,1,1,10,33,72,101,617,1057
OTU1752,S008835,9,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Caesalpinioideae; ; g__; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,NA,NA,1,1,10,33,72,101,620,1061
OTU53175,S008835,9,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Moorochloa; s__Moorochloa_eruciformis;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Moorochloa,Moorochloa_eruciformis,1,1,4,20,54,81,455,730
OTU19697,S008835,9,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Papilionoideae; g__Astragalus; ; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Astragalus,NA,1,1,10,33,72,103,656,1164
OTU2259,S008835,7,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; ; g__; s__,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,NA,NA,1,1,4,20,54,78,409,640
OTU4861,S008835,7,d__Viridiplantae; k__Streptophyta; p__rosids; c__Malpighiales; o__Salicaceae; f__; g__Populus; ; s__,Viridiplantae,Streptophyta,rosids,Malpighiales,Salicaceae,NA,Populus,NA,1,1,10,36,85,119,715,1301
OTU2963,S008835,6,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Asteroideae; ; g__; s__,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,NA,NA,1,1,1,3,4,5,113,144
OTU36484,S008835,5,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Stryphnodendron; s__Stryphnodendron_pulcherrimum;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Stryphnodendron,Stryphnodendron_pulcherrimum,1,1,10,33,72,102,648,1128
OTU13202,S008835,4,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Cenchrus; s__Cenchrus_hohenackeri;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Cenchrus,Cenchrus_hohenackeri,1,1,4,20,54,81,429,670
OTU2700,S008835,4,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; ; g__; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,NA,NA,1,1,10,33,72,102,652,1147
OTU4375,S008835,3,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Setaria; ; s__,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Setaria,NA,1,1,4,20,54,81,469,776
OTU5518,S008835,3,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Asteroideae; ; g__; s__,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,NA,NA,1,1,1,3,4,5,113,144
OTU1023,S008835,3,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Vachellia; ; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Vachellia,NA,1,1,10,33,72,102,650,1145
OTU549,S008835,3,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; ; f__; g__; s__,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU24731,S008835,2,d__Viridiplantae; k__Streptophyta; p__Pinidae; c__Pinales; o__Pinaceae; f__; g__Pinus; s__Pinus_luchuensis;,Viridiplantae,Streptophyta,Pinidae,Pinales,Pinaceae,NA,Pinus,Pinus_luchuensis,1,1,8,28,66,95,535,912
OTU47832,S008835,2,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; g__Tragus; s__Tragus_berteronianus;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Tragus,Tragus_berteronianus,1,1,4,20,54,78,404,632
OTU5539,S008835,2,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; g__Distichlis; ; s__,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Distichlis,NA,1,1,4,20,54,78,385,578
OTU23860,S008835,2,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Mimosa; ; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Mimosa,NA,1,1,10,33,72,102,634,1103
OTU22483,S008835,2,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Vachellia; ; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Vachellia,NA,1,1,10,33,72,102,650,1145
OTU8560,S008835,2,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Asteroideae; ; g__; s__,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,NA,NA,1,1,1,3,4,5,113,144
OTU53711,S008835,2,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Calyceraceae; f__; g__Acicarpha; s__Acicarpha_tribuloides;,Viridiplantae,Streptophyta,asterids,Asterales,Calyceraceae,NA,Acicarpha,Acicarpha_tribuloides,1,1,1,3,5,11,172,239
OTU44875,S008835,2,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Cichorioideae; g__Leontodon; s__Leontodon_hispidus;,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Cichorioideae,Leontodon,Leontodon_hispidus,1,1,1,3,4,7,141,198
