OTU,SampleID,Reads,DataFrame,ConsensusLineage,Domain,Clade1,Class,Order,Family,Genus,Species,WTU.domain,WTU.clade1,WTU.class,WTU.order,WTU.family,WTU.genus,WTU.species
OTU2068,S010003,6,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU7338,S010003,6,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Descurainia; s__Descurainia argentina,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Descurainia,Descurainia argentina,2,4,5,12,18,131,278
OTU18,S010003,5,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Caryophyllales; f__Polygonaceae; g__Rumex; s__Rumex tenax,Eukaryota,Streptophyta,NA,Caryophyllales,Polygonaceae,Rumex,Rumex tenax,2,4,5,13,29,171,391
OTU1366,S010003,5,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU356,S010003,5,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Geraniales; f__Geraniaceae; g__Erodium; s__Erodium lebelii,Eukaryota,Streptophyta,NA,Geraniales,Geraniaceae,Erodium,Erodium lebelii,2,4,5,22,43,214,550
OTU405,S010003,5,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU716,S010003,5,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU1439,S010003,5,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU871,S010003,5,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU12066,S010003,5,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus berytheus,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus berytheus,2,4,5,19,38,190,437
OTU291,S010003,5,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU15246,S010003,5,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus laguriformis,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus laguriformis,2,4,5,19,38,190,457
OTU659,S010003,5,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU452,S010003,5,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU2315,S010003,5,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus piptocephalus,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus piptocephalus,2,4,5,19,38,190,469
OTU2181,S010003,5,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus berytheus,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus berytheus,2,4,5,19,38,190,437
OTU4506,S010003,5,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria subumbellata,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria subumbellata,2,4,5,12,18,136,304
OTU1721,S010003,5,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus complanatus,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus complanatus,2,4,5,19,38,190,445
OTU231,S010003,5,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Geraniales; f__Geraniaceae; g__Erodium; s__Erodium lebelii,Eukaryota,Streptophyta,NA,Geraniales,Geraniaceae,Erodium,Erodium lebelii,2,4,5,22,43,214,550
OTU1788,S010003,5,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Geraniales; f__Geraniaceae; g__Erodium; s__Erodium moschatum,Eukaryota,Streptophyta,NA,Geraniales,Geraniaceae,Erodium,Erodium moschatum,2,4,5,22,43,214,552
OTU5343,S010003,5,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Boraginales; f__Hydrophyllaceae; g__Phacelia; s__Phacelia arizonica,Eukaryota,Streptophyta,NA,Boraginales,Hydrophyllaceae,Phacelia,Phacelia arizonica,2,4,5,11,16,128,273
OTU453,S010003,4,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria subumbellata,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria subumbellata,2,4,5,12,18,136,304
OTU1198,S010003,4,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU417,S010003,4,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU2133,S010003,4,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU618,S010003,4,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU886,S010003,4,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU637,S010003,4,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU912,S010003,4,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus callistachys,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus callistachys,2,4,5,19,38,190,441
OTU1093,S010003,4,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus onobrychis,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus onobrychis,2,4,5,19,38,190,462
OTU2141,S010003,4,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU1554,S010003,4,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Boraginales; f__Hydrophyllaceae; g__Phacelia; s__Phacelia arizonica,Eukaryota,Streptophyta,NA,Boraginales,Hydrophyllaceae,Phacelia,Phacelia arizonica,2,4,5,11,16,128,273
OTU17370,S010003,4,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria subumbellata,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria subumbellata,2,4,5,12,18,136,304
OTU18137,S010003,4,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Descurainia; s__Descurainia argentina,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Descurainia,Descurainia argentina,2,4,5,12,18,131,278
OTU10159,S010003,4,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Descurainia; s__Descurainia argentina,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Descurainia,Descurainia argentina,2,4,5,12,18,131,278
OTU12,S010003,3,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Caryophyllales; f__Nyctaginaceae; g__Boerhavia; s__Boerhavia erecta,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia erecta,2,4,5,13,28,166,376
OTU499,S010003,3,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU656,S010003,3,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU517,S010003,3,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU502,S010003,3,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU2316,S010003,3,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus woodruffii,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus woodruffii,2,4,5,19,38,190,487
OTU1056,S010003,3,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU699,S010003,3,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU1396,S010003,3,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU1648,S010003,3,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lalesarensis,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lalesarensis,2,4,5,19,38,190,458
OTU281,S010003,3,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Geraniales; f__Geraniaceae; g__Erodium; s__Erodium lebelii,Eukaryota,Streptophyta,NA,Geraniales,Geraniaceae,Erodium,Erodium lebelii,2,4,5,22,43,214,550
OTU16505,S010003,3,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Boraginales; f__Hydrophyllaceae; g__Phacelia; s__Phacelia arizonica,Eukaryota,Streptophyta,NA,Boraginales,Hydrophyllaceae,Phacelia,Phacelia arizonica,2,4,5,11,16,128,273
OTU180,S010003,3,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Geraniales; f__Geraniaceae; g__Erodium; s__Erodium moschatum,Eukaryota,Streptophyta,NA,Geraniales,Geraniaceae,Erodium,Erodium moschatum,2,4,5,22,43,214,552
OTU2100,S010003,3,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Geraniales; f__Geraniaceae; g__Erodium; s__Erodium lebelii,Eukaryota,Streptophyta,NA,Geraniales,Geraniaceae,Erodium,Erodium lebelii,2,4,5,22,43,214,550
OTU957,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria subumbellata,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria subumbellata,2,4,5,12,18,136,304
OTU561,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU948,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria subumbellata,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria subumbellata,2,4,5,12,18,136,304
OTU2448,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU746,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Chaenactis; s__Chaenactis macrantha,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Chaenactis,Chaenactis macrantha,2,4,5,10,13,80,176
OTU1348,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU983,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria subumbellata,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria subumbellata,2,4,5,12,18,136,304
OTU1342,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Geraniales; f__Geraniaceae; g__Erodium; s__Erodium lebelii,Eukaryota,Streptophyta,NA,Geraniales,Geraniaceae,Erodium,Erodium lebelii,2,4,5,22,43,214,550
OTU961,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU2888,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU986,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU2298,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU1207,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU1633,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU3151,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU1597,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU7618,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus berytheus,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus berytheus,2,4,5,19,38,190,437
OTU1621,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU1647,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU4635,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Geraniales; f__Geraniaceae; g__Erodium; s__Erodium lebelii,Eukaryota,Streptophyta,NA,Geraniales,Geraniaceae,Erodium,Erodium lebelii,2,4,5,22,43,214,550
OTU10908,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria subumbellata,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria subumbellata,2,4,5,12,18,136,304
OTU1050,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Descurainia; s__Descurainia argentina,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Descurainia,Descurainia argentina,2,4,5,12,18,131,278
OTU2641,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU2781,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Geraniales; f__Geraniaceae; g__Erodium; s__Erodium lebelii,Eukaryota,Streptophyta,NA,Geraniales,Geraniaceae,Erodium,Erodium lebelii,2,4,5,22,43,214,550
OTU4201,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Boraginales; f__Hydrophyllaceae; g__Phacelia; s__Phacelia arizonica,Eukaryota,Streptophyta,NA,Boraginales,Hydrophyllaceae,Phacelia,Phacelia arizonica,2,4,5,11,16,128,273
OTU19676,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU4005,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Descurainia; s__Descurainia argentina,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Descurainia,Descurainia argentina,2,4,5,12,18,131,278
OTU1893,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Descurainia; s__Descurainia argentina,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Descurainia,Descurainia argentina,2,4,5,12,18,131,278
OTU2505,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Descurainia; s__Descurainia argentina,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Descurainia,Descurainia argentina,2,4,5,12,18,131,278
OTU2980,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Descurainia; s__Descurainia argentina,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Descurainia,Descurainia argentina,2,4,5,12,18,131,278
OTU20561,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Descurainia; s__Descurainia argentina,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Descurainia,Descurainia argentina,2,4,5,12,18,131,278
OTU2941,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Descurainia; s__Descurainia argentina,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Descurainia,Descurainia argentina,2,4,5,12,18,131,278
OTU4865,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Descurainia; s__Descurainia argentina,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Descurainia,Descurainia argentina,2,4,5,12,18,131,278
OTU11416,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Descurainia; s__Descurainia argentina,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Descurainia,Descurainia argentina,2,4,5,12,18,131,278
OTU15220,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria subumbellata,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria subumbellata,2,4,5,12,18,136,304
OTU12429,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Descurainia; s__Descurainia argentina,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Descurainia,Descurainia argentina,2,4,5,12,18,131,278
OTU22957,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Descurainia; s__Descurainia argentina,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Descurainia,Descurainia argentina,2,4,5,12,18,131,278
OTU11281,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Descurainia; s__Descurainia argentina,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Descurainia,Descurainia argentina,2,4,5,12,18,131,278
OTU16031,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria subumbellata,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria subumbellata,2,4,5,12,18,136,304
OTU13684,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria subumbellata,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria subumbellata,2,4,5,12,18,136,304
OTU16899,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU16143,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Astragalus; s__Astragalus lydius,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Astragalus,Astragalus lydius,2,4,5,19,38,190,461
OTU17687,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Descurainia; s__Descurainia argentina,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Descurainia,Descurainia argentina,2,4,5,12,18,131,278
OTU16588,S010003,2,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Descurainia; s__Descurainia argentina,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Descurainia,Descurainia argentina,2,4,5,12,18,131,278
